,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.524 [0.470 - 0.577],0.523 [0.519 - 0.528],0.520 [0.430 - 0.613],0.523 [0.519 - 0.528],0.002 [0.002 - 0.003],0.044 [-0.048 - 0.138],0.005 [0.004 - 0.006]
Demographic,0.646 [0.605 - 0.688],0.601 [0.597 - 0.605],0.602 [0.510 - 0.686],0.601 [0.597 - 0.605],0.003 [0.003 - 0.004],0.202 [0.111 - 0.289],0.007 [0.005 - 0.008]
Protein+Demographic,0.577 [0.524 - 0.626],0.554 [0.550 - 0.558],0.558 [0.463 - 0.646],0.554 [0.550 - 0.559],0.003 [0.002 - 0.003],0.112 [0.019 - 0.200],0.005 [0.004 - 0.007]
