,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.880 [0.856 - 0.902],0.814 [0.810 - 0.817],0.812 [0.765 - 0.856],0.814 [0.810 - 0.817],0.024 [0.020 - 0.027],0.626 [0.579 - 0.670],0.046 [0.040 - 0.052]
Demographic,0.617 [0.583 - 0.649],0.583 [0.579 - 0.588],0.585 [0.526 - 0.643],0.583 [0.579 - 0.588],0.008 [0.007 - 0.009],0.168 [0.109 - 0.226],0.015 [0.013 - 0.018]
Protein+Demographic,0.880 [0.855 - 0.901],0.802 [0.799 - 0.805],0.805 [0.761 - 0.848],0.802 [0.799 - 0.805],0.022 [0.019 - 0.025],0.607 [0.562 - 0.651],0.043 [0.037 - 0.048]
