,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.622 [0.568 - 0.677],0.614 [0.609 - 0.617],0.607 [0.519 - 0.696],0.614 [0.609 - 0.617],0.003 [0.003 - 0.004],0.221 [0.130 - 0.308],0.007 [0.005 - 0.008]
Demographic,0.633 [0.583 - 0.682],0.610 [0.606 - 0.614],0.609 [0.516 - 0.700],0.610 [0.606 - 0.614],0.003 [0.003 - 0.004],0.220 [0.126 - 0.310],0.006 [0.005 - 0.008]
Protein+Demographic,0.650 [0.597 - 0.703],0.637 [0.633 - 0.640],0.636 [0.551 - 0.717],0.637 [0.633 - 0.640],0.004 [0.003 - 0.005],0.272 [0.188 - 0.355],0.007 [0.006 - 0.009]
