,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.678 [0.668 - 0.688],0.627 [0.623 - 0.632],0.628 [0.611 - 0.644],0.627 [0.622 - 0.632],0.112 [0.108 - 0.117],0.255 [0.237 - 0.272],0.190 [0.183 - 0.197]
Demographic,0.666 [0.656 - 0.675],0.618 [0.613 - 0.622],0.618 [0.602 - 0.635],0.618 [0.613 - 0.622],0.108 [0.103 - 0.113],0.236 [0.219 - 0.253],0.184 [0.177 - 0.191]
Protein+Demographic,0.693 [0.684 - 0.703],0.636 [0.631 - 0.640],0.636 [0.621 - 0.653],0.636 [0.631 - 0.640],0.116 [0.111 - 0.121],0.272 [0.255 - 0.289],0.196 [0.189 - 0.204]
