,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.696 [0.673 - 0.723],0.653 [0.649 - 0.657],0.652 [0.609 - 0.699],0.653 [0.648 - 0.657],0.015 [0.014 - 0.017],0.305 [0.262 - 0.352],0.030 [0.027 - 0.033]
Demographic,0.622 [0.596 - 0.649],0.588 [0.584 - 0.592],0.587 [0.542 - 0.635],0.588 [0.584 - 0.593],0.012 [0.010 - 0.013],0.175 [0.131 - 0.224],0.023 [0.020 - 0.026]
Protein+Demographic,0.699 [0.674 - 0.723],0.649 [0.645 - 0.653],0.647 [0.604 - 0.691],0.649 [0.645 - 0.653],0.015 [0.013 - 0.017],0.296 [0.251 - 0.341],0.029 [0.026 - 0.033]
