,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.594 [0.562 - 0.626],0.570 [0.566 - 0.576],0.570 [0.518 - 0.623],0.570 [0.566 - 0.576],0.011 [0.009 - 0.012],0.141 [0.087 - 0.193],0.021 [0.018 - 0.024]
Demographic,0.602 [0.569 - 0.632],0.578 [0.573 - 0.582],0.576 [0.521 - 0.629],0.578 [0.573 - 0.582],0.011 [0.009 - 0.013],0.154 [0.098 - 0.207],0.022 [0.018 - 0.025]
Protein+Demographic,0.630 [0.600 - 0.660],0.596 [0.591 - 0.601],0.596 [0.544 - 0.650],0.596 [0.591 - 0.601],0.012 [0.010 - 0.013],0.192 [0.138 - 0.246],0.023 [0.020 - 0.026]
