,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.672 [0.640 - 0.703],0.631 [0.627 - 0.635],0.631 [0.578 - 0.687],0.631 [0.627 - 0.635],0.011 [0.009 - 0.012],0.262 [0.209 - 0.316],0.021 [0.018 - 0.024]
Demographic,0.660 [0.632 - 0.687],0.613 [0.609 - 0.617],0.613 [0.559 - 0.664],0.613 [0.609 - 0.617],0.010 [0.008 - 0.011],0.226 [0.170 - 0.276],0.019 [0.016 - 0.022]
Protein+Demographic,0.700 [0.671 - 0.729],0.639 [0.636 - 0.644],0.642 [0.585 - 0.692],0.640 [0.636 - 0.643],0.011 [0.009 - 0.012],0.281 [0.223 - 0.332],0.022 [0.019 - 0.025]
