,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.680 [0.631 - 0.726],0.646 [0.642 - 0.650],0.646 [0.578 - 0.715],0.646 [0.642 - 0.650],0.007 [0.006 - 0.008],0.293 [0.225 - 0.361],0.013 [0.011 - 0.016]
Demographic,0.573 [0.535 - 0.612],0.564 [0.560 - 0.569],0.563 [0.495 - 0.632],0.564 [0.560 - 0.569],0.005 [0.004 - 0.006],0.127 [0.059 - 0.196],0.009 [0.008 - 0.011]
Protein+Demographic,0.691 [0.643 - 0.737],0.655 [0.651 - 0.659],0.651 [0.585 - 0.719],0.655 [0.650 - 0.658],0.007 [0.006 - 0.008],0.306 [0.239 - 0.374],0.014 [0.011 - 0.016]
