,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.721 [0.708 - 0.734],0.661 [0.657 - 0.666],0.660 [0.636 - 0.688],0.662 [0.657 - 0.666],0.048 [0.045 - 0.051],0.322 [0.297 - 0.349],0.089 [0.084 - 0.095]
Demographic,0.707 [0.694 - 0.721],0.659 [0.655 - 0.663],0.658 [0.631 - 0.685],0.659 [0.655 - 0.663],0.047 [0.044 - 0.051],0.317 [0.289 - 0.344],0.089 [0.083 - 0.094]
Protein+Demographic,0.734 [0.721 - 0.747],0.672 [0.668 - 0.676],0.671 [0.644 - 0.696],0.672 [0.668 - 0.676],0.050 [0.047 - 0.053],0.344 [0.316 - 0.370],0.093 [0.088 - 0.099]
