,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.744 [0.733 - 0.756],0.680 [0.677 - 0.685],0.680 [0.657 - 0.701],0.680 [0.676 - 0.685],0.076 [0.072 - 0.080],0.360 [0.338 - 0.382],0.137 [0.130 - 0.143]
Demographic,0.691 [0.679 - 0.703],0.638 [0.634 - 0.642],0.638 [0.617 - 0.661],0.638 [0.634 - 0.642],0.064 [0.060 - 0.067],0.276 [0.255 - 0.298],0.116 [0.110 - 0.122]
Protein+Demographic,0.746 [0.734 - 0.757],0.682 [0.678 - 0.686],0.682 [0.662 - 0.702],0.682 [0.678 - 0.687],0.077 [0.073 - 0.080],0.364 [0.343 - 0.385],0.138 [0.131 - 0.144]
