,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.786 [0.770 - 0.803],0.709 [0.705 - 0.713],0.708 [0.676 - 0.738],0.709 [0.705 - 0.713],0.041 [0.038 - 0.045],0.417 [0.385 - 0.447],0.078 [0.073 - 0.084]
Demographic,0.715 [0.697 - 0.733],0.657 [0.653 - 0.661],0.656 [0.625 - 0.691],0.657 [0.653 - 0.661],0.033 [0.030 - 0.035],0.313 [0.282 - 0.347],0.063 [0.058 - 0.067]
Protein+Demographic,0.793 [0.777 - 0.810],0.712 [0.708 - 0.716],0.711 [0.681 - 0.742],0.712 [0.708 - 0.716],0.042 [0.039 - 0.045],0.423 [0.393 - 0.454],0.080 [0.074 - 0.085]
