,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.872 [0.866 - 0.878],0.792 [0.788 - 0.795],0.791 [0.778 - 0.804],0.792 [0.788 - 0.795],0.231 [0.224 - 0.238],0.583 [0.569 - 0.597],0.357 [0.348 - 0.367]
Demographic,0.786 [0.779 - 0.793],0.713 [0.710 - 0.717],0.713 [0.698 - 0.727],0.713 [0.710 - 0.717],0.164 [0.158 - 0.170],0.426 [0.411 - 0.441],0.267 [0.259 - 0.275]
Protein+Demographic,0.875 [0.869 - 0.881],0.795 [0.792 - 0.799],0.795 [0.782 - 0.808],0.795 [0.792 - 0.799],0.235 [0.227 - 0.243],0.590 [0.577 - 0.603],0.363 [0.353 - 0.372]
