,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.684 [0.663 - 0.705],0.635 [0.630 - 0.639],0.635 [0.596 - 0.673],0.634 [0.630 - 0.639],0.027 [0.024 - 0.029],0.270 [0.231 - 0.307],0.051 [0.047 - 0.056]
Demographic,0.616 [0.596 - 0.638],0.590 [0.586 - 0.595],0.590 [0.555 - 0.629],0.591 [0.586 - 0.595],0.022 [0.020 - 0.025],0.180 [0.145 - 0.220],0.043 [0.039 - 0.047]
Protein+Demographic,0.684 [0.664 - 0.705],0.633 [0.628 - 0.638],0.630 [0.593 - 0.668],0.633 [0.628 - 0.638],0.027 [0.024 - 0.029],0.263 [0.225 - 0.301],0.051 [0.046 - 0.056]
