,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.584 [0.561 - 0.605],0.553 [0.549 - 0.557],0.555 [0.516 - 0.595],0.553 [0.549 - 0.558],0.016 [0.014 - 0.017],0.108 [0.069 - 0.150],0.030 [0.027 - 0.033]
Demographic,0.608 [0.587 - 0.629],0.577 [0.573 - 0.581],0.577 [0.538 - 0.613],0.577 [0.572 - 0.581],0.017 [0.015 - 0.019],0.153 [0.116 - 0.191],0.033 [0.030 - 0.036]
Protein+Demographic,0.609 [0.587 - 0.631],0.582 [0.577 - 0.586],0.582 [0.544 - 0.621],0.582 [0.577 - 0.586],0.017 [0.016 - 0.019],0.164 [0.125 - 0.202],0.034 [0.030 - 0.037]
