,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.695 [0.671 - 0.716],0.633 [0.629 - 0.637],0.634 [0.595 - 0.669],0.633 [0.629 - 0.637],0.020 [0.018 - 0.023],0.267 [0.228 - 0.302],0.039 [0.036 - 0.044]
Demographic,0.574 [0.551 - 0.596],0.556 [0.552 - 0.560],0.556 [0.516 - 0.595],0.556 [0.552 - 0.560],0.015 [0.013 - 0.016],0.112 [0.072 - 0.151],0.029 [0.026 - 0.032]
Protein+Demographic,0.693 [0.670 - 0.715],0.630 [0.626 - 0.635],0.632 [0.592 - 0.668],0.630 [0.626 - 0.635],0.020 [0.018 - 0.022],0.262 [0.222 - 0.297],0.039 [0.035 - 0.043]
