,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.884 [0.872 - 0.896],0.794 [0.790 - 0.798],0.793 [0.762 - 0.824],0.794 [0.790 - 0.797],0.048 [0.044 - 0.052],0.587 [0.554 - 0.619],0.090 [0.083 - 0.097]
Demographic,0.809 [0.793 - 0.824],0.744 [0.740 - 0.747],0.744 [0.711 - 0.773],0.744 [0.740 - 0.747],0.037 [0.034 - 0.040],0.487 [0.453 - 0.517],0.070 [0.064 - 0.076]
Protein+Demographic,0.895 [0.884 - 0.907],0.813 [0.810 - 0.817],0.814 [0.782 - 0.843],0.813 [0.810 - 0.817],0.054 [0.050 - 0.058],0.628 [0.596 - 0.656],0.101 [0.093 - 0.109]
