,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.681 [0.639 - 0.720],0.611 [0.607 - 0.615],0.635 [0.554 - 0.710],0.611 [0.607 - 0.615],0.005 [0.004 - 0.006],0.245 [0.164 - 0.318],0.011 [0.009 - 0.013]
Demographic,0.634 [0.594 - 0.670],0.599 [0.595 - 0.603],0.603 [0.523 - 0.673],0.599 [0.595 - 0.603],0.005 [0.004 - 0.006],0.202 [0.122 - 0.271],0.010 [0.008 - 0.012]
Protein+Demographic,0.706 [0.665 - 0.744],0.648 [0.644 - 0.652],0.652 [0.574 - 0.725],0.648 [0.644 - 0.652],0.006 [0.005 - 0.007],0.300 [0.224 - 0.372],0.012 [0.010 - 0.015]
