,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.754 [0.742 - 0.765],0.686 [0.682 - 0.690],0.686 [0.664 - 0.707],0.686 [0.682 - 0.690],0.077 [0.073 - 0.081],0.372 [0.350 - 0.393],0.139 [0.133 - 0.146]
Demographic,0.688 [0.677 - 0.700],0.637 [0.633 - 0.642],0.637 [0.617 - 0.659],0.637 [0.633 - 0.641],0.063 [0.060 - 0.067],0.275 [0.253 - 0.296],0.115 [0.109 - 0.121]
Protein+Demographic,0.755 [0.743 - 0.766],0.690 [0.686 - 0.694],0.690 [0.668 - 0.712],0.690 [0.686 - 0.694],0.079 [0.075 - 0.083],0.380 [0.358 - 0.403],0.141 [0.135 - 0.148]
