,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.626 [0.564 - 0.679],0.604 [0.600 - 0.608],0.610 [0.510 - 0.706],0.604 [0.600 - 0.608],0.003 [0.002 - 0.004],0.213 [0.114 - 0.307],0.006 [0.005 - 0.008]
Demographic,0.592 [0.538 - 0.647],0.588 [0.584 - 0.593],0.587 [0.488 - 0.686],0.588 [0.584 - 0.593],0.003 [0.002 - 0.004],0.175 [0.076 - 0.274],0.006 [0.004 - 0.007]
Protein+Demographic,0.636 [0.573 - 0.692],0.609 [0.604 - 0.613],0.610 [0.505 - 0.701],0.609 [0.604 - 0.613],0.003 [0.002 - 0.004],0.218 [0.114 - 0.309],0.006 [0.005 - 0.008]
