,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.739 [0.732 - 0.746],0.675 [0.671 - 0.679],0.675 [0.662 - 0.688],0.675 [0.671 - 0.679],0.170 [0.164 - 0.175],0.350 [0.336 - 0.364],0.271 [0.263 - 0.279]
Demographic,0.746 [0.739 - 0.752],0.679 [0.675 - 0.683],0.679 [0.666 - 0.692],0.679 [0.675 - 0.683],0.172 [0.167 - 0.178],0.359 [0.344 - 0.372],0.275 [0.268 - 0.283]
Protein+Demographic,0.767 [0.760 - 0.773],0.696 [0.692 - 0.700],0.697 [0.683 - 0.709],0.696 [0.692 - 0.700],0.184 [0.178 - 0.190],0.393 [0.378 - 0.407],0.291 [0.283 - 0.299]
