,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.674 [0.634 - 0.712],0.624 [0.619 - 0.628],0.623 [0.556 - 0.696],0.624 [0.619 - 0.628],0.007 [0.006 - 0.008],0.247 [0.179 - 0.320],0.014 [0.011 - 0.016]
Demographic,0.658 [0.617 - 0.698],0.618 [0.613 - 0.622],0.617 [0.551 - 0.685],0.617 [0.613 - 0.622],0.007 [0.006 - 0.008],0.235 [0.167 - 0.304],0.013 [0.011 - 0.016]
Protein+Demographic,0.692 [0.652 - 0.729],0.636 [0.631 - 0.640],0.633 [0.564 - 0.695],0.636 [0.630 - 0.640],0.007 [0.006 - 0.009],0.269 [0.200 - 0.331],0.014 [0.012 - 0.017]
