,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.583 [0.533 - 0.634],0.574 [0.570 - 0.579],0.568 [0.486 - 0.645],0.574 [0.570 - 0.579],0.004 [0.003 - 0.005],0.142 [0.061 - 0.221],0.008 [0.006 - 0.009]
Demographic,0.572 [0.524 - 0.619],0.543 [0.538 - 0.547],0.542 [0.460 - 0.621],0.543 [0.538 - 0.547],0.003 [0.003 - 0.004],0.085 [0.003 - 0.165],0.007 [0.005 - 0.008]
Protein+Demographic,0.578 [0.528 - 0.628],0.565 [0.561 - 0.569],0.562 [0.478 - 0.642],0.565 [0.561 - 0.569],0.004 [0.003 - 0.005],0.128 [0.044 - 0.207],0.007 [0.006 - 0.009]
