,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.617 [0.604 - 0.631],0.586 [0.582 - 0.590],0.586 [0.562 - 0.606],0.586 [0.581 - 0.590],0.049 [0.046 - 0.052],0.171 [0.148 - 0.193],0.091 [0.086 - 0.096]
Demographic,0.578 [0.564 - 0.590],0.556 [0.552 - 0.561],0.556 [0.534 - 0.579],0.556 [0.552 - 0.561],0.044 [0.041 - 0.047],0.113 [0.090 - 0.136],0.082 [0.077 - 0.087]
Protein+Demographic,0.615 [0.601 - 0.629],0.586 [0.582 - 0.590],0.586 [0.564 - 0.608],0.586 [0.582 - 0.590],0.050 [0.046 - 0.052],0.172 [0.150 - 0.194],0.091 [0.086 - 0.097]
