,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.708 [0.695 - 0.721],0.657 [0.653 - 0.662],0.657 [0.634 - 0.681],0.657 [0.653 - 0.661],0.058 [0.054 - 0.061],0.314 [0.291 - 0.338],0.106 [0.100 - 0.112]
Demographic,0.694 [0.681 - 0.708],0.646 [0.642 - 0.650],0.645 [0.621 - 0.672],0.646 [0.641 - 0.650],0.055 [0.052 - 0.058],0.291 [0.267 - 0.318],0.101 [0.095 - 0.107]
Protein+Demographic,0.722 [0.710 - 0.736],0.675 [0.671 - 0.679],0.675 [0.652 - 0.700],0.675 [0.671 - 0.679],0.062 [0.058 - 0.066],0.350 [0.326 - 0.374],0.114 [0.107 - 0.120]
