,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.924 [0.899 - 0.944],0.852 [0.849 - 0.855],0.855 [0.795 - 0.908],0.852 [0.849 - 0.855],0.017 [0.015 - 0.020],0.708 [0.647 - 0.760],0.034 [0.029 - 0.040]
Demographic,0.777 [0.740 - 0.810],0.719 [0.716 - 0.723],0.718 [0.645 - 0.787],0.719 [0.716 - 0.723],0.008 [0.006 - 0.009],0.438 [0.364 - 0.507],0.015 [0.012 - 0.018]
Protein+Demographic,0.930 [0.906 - 0.950],0.864 [0.862 - 0.867],0.861 [0.804 - 0.912],0.865 [0.862 - 0.867],0.019 [0.016 - 0.022],0.725 [0.669 - 0.776],0.037 [0.031 - 0.044]
