,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.592 [0.543 - 0.640],0.565 [0.560 - 0.569],0.562 [0.485 - 0.636],0.565 [0.560 - 0.569],0.004 [0.003 - 0.004],0.127 [0.050 - 0.202],0.007 [0.006 - 0.009]
Demographic,0.536 [0.493 - 0.580],0.514 [0.510 - 0.518],0.516 [0.435 - 0.591],0.514 [0.509 - 0.518],0.003 [0.002 - 0.004],0.030 [-0.052 - 0.106],0.006 [0.005 - 0.007]
Protein+Demographic,0.587 [0.541 - 0.634],0.574 [0.570 - 0.578],0.564 [0.486 - 0.642],0.574 [0.570 - 0.578],0.004 [0.003 - 0.004],0.138 [0.058 - 0.215],0.007 [0.006 - 0.009]
