,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.736 [0.695 - 0.778],0.690 [0.686 - 0.694],0.687 [0.609 - 0.765],0.690 [0.686 - 0.694],0.006 [0.005 - 0.007],0.377 [0.299 - 0.455],0.011 [0.009 - 0.014]
Demographic,0.635 [0.588 - 0.679],0.608 [0.604 - 0.612],0.607 [0.525 - 0.687],0.608 [0.604 - 0.612],0.004 [0.003 - 0.005],0.215 [0.133 - 0.294],0.008 [0.006 - 0.010]
Protein+Demographic,0.728 [0.686 - 0.771],0.679 [0.675 - 0.683],0.673 [0.594 - 0.748],0.679 [0.675 - 0.683],0.005 [0.004 - 0.007],0.351 [0.274 - 0.426],0.011 [0.009 - 0.013]
