,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.564 [0.530 - 0.602],0.554 [0.549 - 0.558],0.552 [0.495 - 0.609],0.554 [0.549 - 0.558],0.008 [0.007 - 0.009],0.106 [0.049 - 0.164],0.016 [0.014 - 0.018]
Demographic,0.604 [0.575 - 0.635],0.577 [0.572 - 0.581],0.577 [0.522 - 0.633],0.577 [0.572 - 0.581],0.009 [0.008 - 0.010],0.154 [0.098 - 0.212],0.018 [0.015 - 0.020]
Protein+Demographic,0.574 [0.542 - 0.607],0.553 [0.548 - 0.557],0.554 [0.500 - 0.606],0.553 [0.549 - 0.557],0.008 [0.007 - 0.009],0.106 [0.053 - 0.160],0.016 [0.014 - 0.018]
