,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.750 [0.740 - 0.760],0.681 [0.677 - 0.686],0.681 [0.664 - 0.700],0.681 [0.677 - 0.686],0.119 [0.114 - 0.125],0.363 [0.344 - 0.381],0.203 [0.195 - 0.211]
Demographic,0.715 [0.705 - 0.725],0.656 [0.651 - 0.661],0.657 [0.637 - 0.677],0.656 [0.651 - 0.661],0.108 [0.103 - 0.113],0.312 [0.293 - 0.334],0.185 [0.177 - 0.193]
Protein+Demographic,0.770 [0.761 - 0.780],0.697 [0.693 - 0.702],0.697 [0.679 - 0.717],0.697 [0.693 - 0.702],0.127 [0.122 - 0.133],0.395 [0.376 - 0.415],0.215 [0.207 - 0.224]
