,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.535 [0.497 - 0.573],0.527 [0.519 - 0.534],0.525 [0.459 - 0.588],0.527 [0.519 - 0.534],0.012 [0.010 - 0.014],0.052 [-0.013 - 0.117],0.023 [0.019 - 0.027]
Demographic,0.563 [0.523 - 0.602],0.550 [0.543 - 0.556],0.550 [0.480 - 0.618],0.550 [0.542 - 0.556],0.013 [0.011 - 0.015],0.100 [0.029 - 0.169],0.025 [0.021 - 0.030]
Protein+Demographic,0.543 [0.508 - 0.580],0.512 [0.505 - 0.519],0.510 [0.446 - 0.578],0.512 [0.505 - 0.518],0.011 [0.009 - 0.013],0.022 [-0.041 - 0.089],0.022 [0.018 - 0.026]
