,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.642 [0.589 - 0.693],0.588 [0.584 - 0.592],0.595 [0.516 - 0.675],0.588 [0.584 - 0.593],0.004 [0.003 - 0.005],0.183 [0.103 - 0.265],0.008 [0.006 - 0.009]
Demographic,0.552 [0.505 - 0.595],0.546 [0.542 - 0.550],0.545 [0.459 - 0.629],0.546 [0.542 - 0.550],0.003 [0.003 - 0.004],0.091 [0.005 - 0.175],0.006 [0.005 - 0.008]
Protein+Demographic,0.633 [0.581 - 0.684],0.600 [0.596 - 0.604],0.603 [0.524 - 0.680],0.600 [0.596 - 0.604],0.004 [0.003 - 0.005],0.203 [0.123 - 0.281],0.008 [0.006 - 0.010]
