,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.756 [0.715 - 0.790],0.687 [0.682 - 0.691],0.692 [0.610 - 0.763],0.687 [0.682 - 0.691],0.008 [0.006 - 0.010],0.378 [0.296 - 0.449],0.015 [0.012 - 0.019]
Demographic,0.681 [0.640 - 0.725],0.649 [0.644 - 0.654],0.648 [0.581 - 0.726],0.649 [0.644 - 0.654],0.007 [0.005 - 0.008],0.297 [0.230 - 0.375],0.013 [0.011 - 0.016]
Protein+Demographic,0.753 [0.711 - 0.789],0.697 [0.693 - 0.702],0.696 [0.613 - 0.771],0.697 [0.693 - 0.702],0.008 [0.007 - 0.010],0.394 [0.311 - 0.468],0.016 [0.013 - 0.019]
