,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.754 [0.720 - 0.787],0.692 [0.685 - 0.699],0.696 [0.635 - 0.749],0.692 [0.685 - 0.699],0.027 [0.023 - 0.031],0.387 [0.326 - 0.442],0.052 [0.044 - 0.059]
Demographic,0.553 [0.521 - 0.586],0.541 [0.534 - 0.547],0.540 [0.477 - 0.610],0.541 [0.534 - 0.548],0.014 [0.012 - 0.017],0.081 [0.018 - 0.149],0.028 [0.023 - 0.033]
Protein+Demographic,0.760 [0.725 - 0.792],0.698 [0.692 - 0.705],0.698 [0.637 - 0.752],0.698 [0.692 - 0.705],0.028 [0.024 - 0.032],0.397 [0.336 - 0.451],0.053 [0.045 - 0.061]
