,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.657 [0.641 - 0.671],0.613 [0.609 - 0.618],0.614 [0.584 - 0.644],0.613 [0.609 - 0.618],0.029 [0.027 - 0.031],0.227 [0.198 - 0.258],0.055 [0.051 - 0.060]
Demographic,0.685 [0.669 - 0.698],0.631 [0.627 - 0.635],0.631 [0.602 - 0.660],0.631 [0.627 - 0.635],0.031 [0.029 - 0.034],0.262 [0.234 - 0.291],0.059 [0.055 - 0.064]
Protein+Demographic,0.678 [0.663 - 0.692],0.624 [0.620 - 0.628],0.625 [0.595 - 0.655],0.624 [0.620 - 0.628],0.030 [0.028 - 0.033],0.249 [0.219 - 0.279],0.058 [0.053 - 0.062]
