,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.642 [0.618 - 0.665],0.602 [0.598 - 0.607],0.602 [0.561 - 0.646],0.603 [0.598 - 0.607],0.018 [0.016 - 0.020],0.204 [0.164 - 0.249],0.036 [0.032 - 0.039]
Demographic,0.644 [0.621 - 0.667],0.609 [0.605 - 0.614],0.606 [0.568 - 0.650],0.609 [0.605 - 0.614],0.019 [0.017 - 0.021],0.216 [0.175 - 0.259],0.036 [0.033 - 0.040]
Protein+Demographic,0.650 [0.626 - 0.674],0.615 [0.610 - 0.619],0.611 [0.569 - 0.656],0.615 [0.610 - 0.619],0.019 [0.017 - 0.021],0.226 [0.183 - 0.269],0.037 [0.033 - 0.041]
