,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.745 [0.735 - 0.754],0.686 [0.682 - 0.690],0.686 [0.666 - 0.704],0.686 [0.682 - 0.690],0.096 [0.091 - 0.100],0.372 [0.352 - 0.390],0.168 [0.160 - 0.175]
Demographic,0.702 [0.692 - 0.712],0.652 [0.648 - 0.656],0.652 [0.632 - 0.671],0.652 [0.648 - 0.656],0.083 [0.079 - 0.087],0.303 [0.284 - 0.322],0.147 [0.141 - 0.154]
Protein+Demographic,0.749 [0.739 - 0.758],0.690 [0.687 - 0.694],0.690 [0.672 - 0.708],0.690 [0.687 - 0.694],0.097 [0.093 - 0.102],0.380 [0.362 - 0.399],0.171 [0.164 - 0.177]
