,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.753 [0.736 - 0.769],0.680 [0.676 - 0.684],0.680 [0.651 - 0.710],0.680 [0.676 - 0.684],0.035 [0.033 - 0.038],0.360 [0.330 - 0.391],0.067 [0.062 - 0.073]
Demographic,0.650 [0.634 - 0.668],0.606 [0.602 - 0.610],0.606 [0.577 - 0.636],0.606 [0.602 - 0.610],0.026 [0.024 - 0.028],0.212 [0.184 - 0.243],0.050 [0.046 - 0.054]
Protein+Demographic,0.755 [0.738 - 0.771],0.685 [0.681 - 0.689],0.685 [0.654 - 0.714],0.685 [0.681 - 0.689],0.036 [0.033 - 0.039],0.370 [0.339 - 0.400],0.069 [0.064 - 0.074]
