,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.874 [0.858 - 0.889],0.791 [0.788 - 0.795],0.792 [0.758 - 0.822],0.791 [0.788 - 0.795],0.048 [0.044 - 0.052],0.583 [0.550 - 0.613],0.090 [0.083 - 0.098]
Demographic,0.729 [0.710 - 0.748],0.674 [0.670 - 0.678],0.673 [0.639 - 0.709],0.674 [0.670 - 0.678],0.027 [0.024 - 0.029],0.347 [0.312 - 0.384],0.051 [0.047 - 0.056]
Protein+Demographic,0.874 [0.857 - 0.889],0.795 [0.792 - 0.799],0.795 [0.760 - 0.826],0.795 [0.792 - 0.799],0.049 [0.045 - 0.053],0.590 [0.556 - 0.621],0.092 [0.085 - 0.100]
