,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.630 [0.623 - 0.636],0.589 [0.585 - 0.594],0.589 [0.579 - 0.599],0.589 [0.585 - 0.594],0.243 [0.238 - 0.249],0.178 [0.167 - 0.189],0.344 [0.338 - 0.351]
Demographic,0.602 [0.596 - 0.608],0.573 [0.569 - 0.577],0.573 [0.563 - 0.582],0.573 [0.568 - 0.578],0.231 [0.226 - 0.236],0.146 [0.135 - 0.156],0.329 [0.322 - 0.335]
Protein+Demographic,0.634 [0.628 - 0.640],0.591 [0.587 - 0.595],0.591 [0.580 - 0.601],0.591 [0.586 - 0.596],0.244 [0.239 - 0.250],0.182 [0.170 - 0.193],0.346 [0.339 - 0.352]
