,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.710 [0.681 - 0.739],0.641 [0.637 - 0.646],0.646 [0.597 - 0.695],0.641 [0.636 - 0.646],0.017 [0.015 - 0.019],0.287 [0.239 - 0.336],0.033 [0.029 - 0.037]
Demographic,0.699 [0.671 - 0.726],0.649 [0.644 - 0.654],0.650 [0.599 - 0.696],0.649 [0.644 - 0.654],0.017 [0.015 - 0.020],0.299 [0.247 - 0.346],0.034 [0.030 - 0.038]
Protein+Demographic,0.729 [0.701 - 0.756],0.663 [0.658 - 0.668],0.663 [0.612 - 0.709],0.663 [0.658 - 0.668],0.019 [0.016 - 0.021],0.326 [0.276 - 0.374],0.036 [0.032 - 0.041]
