,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.626 [0.608 - 0.643],0.591 [0.587 - 0.595],0.593 [0.561 - 0.627],0.591 [0.587 - 0.595],0.022 [0.020 - 0.024],0.185 [0.152 - 0.218],0.043 [0.039 - 0.046]
Demographic,0.668 [0.652 - 0.683],0.616 [0.612 - 0.620],0.617 [0.583 - 0.651],0.616 [0.612 - 0.620],0.025 [0.023 - 0.027],0.233 [0.198 - 0.266],0.047 [0.044 - 0.051]
Protein+Demographic,0.680 [0.665 - 0.695],0.622 [0.617 - 0.626],0.621 [0.588 - 0.654],0.622 [0.617 - 0.626],0.025 [0.023 - 0.027],0.242 [0.209 - 0.275],0.048 [0.044 - 0.052]
