,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.571 [0.534 - 0.605],0.547 [0.543 - 0.552],0.548 [0.490 - 0.607],0.547 [0.544 - 0.552],0.006 [0.005 - 0.007],0.095 [0.037 - 0.155],0.012 [0.010 - 0.014]
Demographic,0.539 [0.505 - 0.572],0.526 [0.522 - 0.530],0.526 [0.464 - 0.582],0.526 [0.522 - 0.530],0.006 [0.005 - 0.006],0.052 [-0.009 - 0.108],0.011 [0.009 - 0.013]
Protein+Demographic,0.585 [0.548 - 0.618],0.568 [0.564 - 0.572],0.567 [0.508 - 0.623],0.568 [0.564 - 0.572],0.007 [0.006 - 0.008],0.135 [0.075 - 0.191],0.013 [0.011 - 0.015]
