,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.733 [0.709 - 0.756],0.675 [0.670 - 0.679],0.676 [0.631 - 0.720],0.675 [0.670 - 0.679],0.020 [0.018 - 0.023],0.350 [0.305 - 0.395],0.039 [0.035 - 0.044]
Demographic,0.772 [0.748 - 0.794],0.708 [0.704 - 0.712],0.710 [0.663 - 0.751],0.708 [0.704 - 0.712],0.024 [0.021 - 0.026],0.418 [0.371 - 0.458],0.046 [0.041 - 0.050]
Protein+Demographic,0.780 [0.757 - 0.802],0.721 [0.717 - 0.725],0.722 [0.679 - 0.763],0.721 [0.717 - 0.725],0.025 [0.022 - 0.028],0.442 [0.399 - 0.485],0.048 [0.043 - 0.054]
