,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.607 [0.599 - 0.615],0.580 [0.575 - 0.584],0.580 [0.566 - 0.592],0.580 [0.575 - 0.584],0.139 [0.134 - 0.143],0.160 [0.145 - 0.173],0.224 [0.217 - 0.230]
Demographic,0.588 [0.580 - 0.597],0.564 [0.560 - 0.569],0.564 [0.551 - 0.577],0.564 [0.560 - 0.569],0.131 [0.127 - 0.136],0.129 [0.114 - 0.142],0.213 [0.207 - 0.219]
Protein+Demographic,0.610 [0.602 - 0.619],0.579 [0.575 - 0.583],0.579 [0.566 - 0.594],0.579 [0.575 - 0.583],0.138 [0.134 - 0.143],0.158 [0.144 - 0.173],0.223 [0.217 - 0.230]
