,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.603 [0.556 - 0.645],0.570 [0.566 - 0.575],0.568 [0.476 - 0.657],0.570 [0.566 - 0.575],0.003 [0.002 - 0.004],0.138 [0.046 - 0.228],0.006 [0.005 - 0.007]
Demographic,0.629 [0.579 - 0.678],0.603 [0.599 - 0.608],0.606 [0.515 - 0.695],0.603 [0.599 - 0.608],0.003 [0.003 - 0.004],0.210 [0.119 - 0.298],0.007 [0.005 - 0.008]
Protein+Demographic,0.620 [0.573 - 0.661],0.586 [0.582 - 0.590],0.585 [0.492 - 0.672],0.586 [0.582 - 0.590],0.003 [0.002 - 0.004],0.170 [0.078 - 0.255],0.006 [0.005 - 0.008]
