,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.729 [0.687 - 0.766],0.670 [0.663 - 0.676],0.674 [0.605 - 0.743],0.670 [0.663 - 0.676],0.017 [0.015 - 0.021],0.344 [0.276 - 0.412],0.034 [0.028 - 0.041]
Demographic,0.687 [0.646 - 0.724],0.644 [0.637 - 0.650],0.646 [0.575 - 0.713],0.644 [0.637 - 0.650],0.015 [0.013 - 0.018],0.290 [0.221 - 0.356],0.030 [0.026 - 0.036]
Protein+Demographic,0.731 [0.692 - 0.768],0.678 [0.671 - 0.684],0.681 [0.608 - 0.741],0.678 [0.671 - 0.684],0.018 [0.015 - 0.021],0.360 [0.286 - 0.421],0.035 [0.029 - 0.042]
