,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.603 [0.584 - 0.621],0.580 [0.576 - 0.584],0.581 [0.549 - 0.613],0.580 [0.576 - 0.584],0.022 [0.020 - 0.024],0.161 [0.130 - 0.193],0.043 [0.039 - 0.046]
Demographic,0.597 [0.579 - 0.615],0.573 [0.569 - 0.578],0.574 [0.541 - 0.607],0.573 [0.569 - 0.578],0.022 [0.020 - 0.023],0.148 [0.114 - 0.181],0.042 [0.038 - 0.045]
Protein+Demographic,0.608 [0.589 - 0.625],0.581 [0.576 - 0.585],0.581 [0.548 - 0.614],0.581 [0.576 - 0.585],0.022 [0.020 - 0.024],0.162 [0.130 - 0.196],0.043 [0.039 - 0.046]
