,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.606 [0.570 - 0.648],0.575 [0.571 - 0.579],0.572 [0.508 - 0.646],0.575 [0.571 - 0.579],0.005 [0.004 - 0.006],0.148 [0.083 - 0.220],0.010 [0.008 - 0.012]
Demographic,0.646 [0.609 - 0.683],0.604 [0.600 - 0.608],0.605 [0.536 - 0.681],0.604 [0.600 - 0.608],0.006 [0.005 - 0.007],0.210 [0.139 - 0.286],0.012 [0.010 - 0.014]
Protein+Demographic,0.625 [0.590 - 0.665],0.594 [0.590 - 0.598],0.593 [0.529 - 0.667],0.594 [0.590 - 0.598],0.006 [0.005 - 0.007],0.187 [0.122 - 0.260],0.011 [0.009 - 0.013]
