,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.688 [0.660 - 0.714],0.631 [0.627 - 0.636],0.634 [0.585 - 0.680],0.631 [0.627 - 0.636],0.017 [0.015 - 0.019],0.266 [0.217 - 0.311],0.032 [0.029 - 0.036]
Demographic,0.630 [0.602 - 0.655],0.594 [0.589 - 0.599],0.594 [0.546 - 0.640],0.594 [0.589 - 0.599],0.014 [0.012 - 0.016],0.188 [0.140 - 0.235],0.028 [0.024 - 0.031]
Protein+Demographic,0.690 [0.663 - 0.716],0.633 [0.628 - 0.637],0.632 [0.581 - 0.681],0.633 [0.628 - 0.637],0.017 [0.015 - 0.019],0.264 [0.216 - 0.315],0.032 [0.029 - 0.036]
