,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.558 [0.526 - 0.591],0.537 [0.533 - 0.542],0.537 [0.479 - 0.595],0.537 [0.533 - 0.542],0.006 [0.005 - 0.007],0.074 [0.017 - 0.131],0.012 [0.010 - 0.014]
Demographic,0.651 [0.620 - 0.682],0.603 [0.599 - 0.607],0.604 [0.544 - 0.664],0.603 [0.599 - 0.607],0.008 [0.007 - 0.009],0.206 [0.147 - 0.267],0.015 [0.013 - 0.018]
Protein+Demographic,0.669 [0.641 - 0.699],0.613 [0.609 - 0.617],0.615 [0.555 - 0.676],0.613 [0.608 - 0.617],0.008 [0.007 - 0.009],0.228 [0.168 - 0.290],0.016 [0.014 - 0.018]
