,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.597 [0.556 - 0.636],0.572 [0.567 - 0.576],0.570 [0.497 - 0.633],0.572 [0.567 - 0.576],0.006 [0.005 - 0.007],0.142 [0.069 - 0.206],0.012 [0.010 - 0.014]
Demographic,0.603 [0.562 - 0.642],0.585 [0.581 - 0.590],0.582 [0.511 - 0.653],0.585 [0.581 - 0.590],0.006 [0.005 - 0.008],0.168 [0.098 - 0.238],0.013 [0.010 - 0.015]
Protein+Demographic,0.599 [0.557 - 0.639],0.582 [0.577 - 0.586],0.578 [0.512 - 0.640],0.582 [0.577 - 0.586],0.006 [0.005 - 0.007],0.161 [0.094 - 0.222],0.012 [0.010 - 0.015]
