,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.660 [0.640 - 0.679],0.614 [0.610 - 0.618],0.614 [0.574 - 0.650],0.614 [0.610 - 0.618],0.020 [0.018 - 0.022],0.229 [0.189 - 0.264],0.039 [0.035 - 0.042]
Demographic,0.676 [0.658 - 0.695],0.636 [0.632 - 0.640],0.637 [0.599 - 0.674],0.636 [0.632 - 0.640],0.022 [0.020 - 0.024],0.273 [0.235 - 0.310],0.042 [0.038 - 0.046]
Protein+Demographic,0.688 [0.669 - 0.706],0.635 [0.631 - 0.639],0.635 [0.598 - 0.671],0.635 [0.631 - 0.639],0.022 [0.020 - 0.024],0.270 [0.234 - 0.306],0.042 [0.038 - 0.046]
