,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.569 [0.526 - 0.615],0.550 [0.546 - 0.554],0.543 [0.465 - 0.621],0.550 [0.546 - 0.554],0.004 [0.003 - 0.004],0.092 [0.016 - 0.172],0.007 [0.006 - 0.009]
Demographic,0.569 [0.520 - 0.614],0.529 [0.525 - 0.533],0.530 [0.448 - 0.604],0.529 [0.525 - 0.533],0.003 [0.003 - 0.004],0.058 [-0.023 - 0.134],0.007 [0.005 - 0.008]
Protein+Demographic,0.580 [0.533 - 0.624],0.559 [0.555 - 0.563],0.555 [0.477 - 0.637],0.559 [0.555 - 0.563],0.004 [0.003 - 0.004],0.114 [0.036 - 0.195],0.007 [0.006 - 0.009]
