,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.730 [0.698 - 0.762],0.693 [0.689 - 0.697],0.681 [0.622 - 0.741],0.693 [0.689 - 0.698],0.010 [0.008 - 0.011],0.374 [0.315 - 0.435],0.019 [0.016 - 0.022]
Demographic,0.585 [0.550 - 0.620],0.579 [0.574 - 0.583],0.579 [0.512 - 0.641],0.579 [0.574 - 0.583],0.006 [0.005 - 0.007],0.159 [0.091 - 0.220],0.012 [0.010 - 0.014]
Protein+Demographic,0.728 [0.695 - 0.762],0.668 [0.664 - 0.672],0.667 [0.606 - 0.729],0.668 [0.664 - 0.672],0.009 [0.007 - 0.010],0.335 [0.273 - 0.396],0.017 [0.014 - 0.020]
