,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.578 [0.550 - 0.609],0.561 [0.556 - 0.565],0.561 [0.509 - 0.614],0.561 [0.556 - 0.565],0.009 [0.008 - 0.011],0.121 [0.069 - 0.176],0.018 [0.016 - 0.021]
Demographic,0.557 [0.525 - 0.590],0.549 [0.545 - 0.553],0.550 [0.494 - 0.605],0.549 [0.545 - 0.553],0.009 [0.008 - 0.010],0.099 [0.043 - 0.155],0.018 [0.015 - 0.020]
Protein+Demographic,0.580 [0.551 - 0.610],0.554 [0.549 - 0.558],0.555 [0.501 - 0.608],0.554 [0.549 - 0.558],0.009 [0.008 - 0.010],0.109 [0.054 - 0.162],0.018 [0.015 - 0.020]
