,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.667 [0.641 - 0.691],0.627 [0.623 - 0.631],0.627 [0.583 - 0.669],0.627 [0.623 - 0.631],0.016 [0.014 - 0.017],0.254 [0.209 - 0.296],0.030 [0.027 - 0.034]
Demographic,0.643 [0.620 - 0.666],0.605 [0.601 - 0.610],0.606 [0.564 - 0.649],0.605 [0.601 - 0.610],0.014 [0.013 - 0.016],0.211 [0.168 - 0.255],0.028 [0.025 - 0.031]
Protein+Demographic,0.674 [0.648 - 0.697],0.636 [0.632 - 0.640],0.638 [0.592 - 0.678],0.636 [0.632 - 0.640],0.016 [0.014 - 0.018],0.274 [0.227 - 0.314],0.032 [0.028 - 0.035]
