,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.642 [0.601 - 0.685],0.605 [0.601 - 0.610],0.606 [0.538 - 0.677],0.605 [0.601 - 0.610],0.006 [0.005 - 0.007],0.211 [0.146 - 0.283],0.012 [0.010 - 0.015]
Demographic,0.586 [0.545 - 0.628],0.569 [0.564 - 0.573],0.568 [0.495 - 0.640],0.569 [0.564 - 0.573],0.005 [0.004 - 0.006],0.137 [0.063 - 0.211],0.010 [0.009 - 0.012]
Protein+Demographic,0.633 [0.593 - 0.678],0.602 [0.598 - 0.607],0.601 [0.530 - 0.671],0.602 [0.598 - 0.607],0.006 [0.005 - 0.007],0.203 [0.131 - 0.273],0.012 [0.010 - 0.014]
