,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.699 [0.670 - 0.728],0.652 [0.648 - 0.656],0.653 [0.605 - 0.698],0.652 [0.648 - 0.656],0.015 [0.013 - 0.016],0.305 [0.258 - 0.350],0.028 [0.025 - 0.032]
Demographic,0.616 [0.589 - 0.643],0.582 [0.578 - 0.586],0.582 [0.537 - 0.627],0.582 [0.578 - 0.586],0.011 [0.010 - 0.012],0.164 [0.118 - 0.209],0.021 [0.019 - 0.024]
Protein+Demographic,0.697 [0.669 - 0.726],0.650 [0.646 - 0.654],0.650 [0.604 - 0.699],0.650 [0.646 - 0.654],0.014 [0.013 - 0.016],0.300 [0.252 - 0.348],0.028 [0.025 - 0.032]
