,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.635 [0.611 - 0.658],0.602 [0.598 - 0.607],0.603 [0.559 - 0.648],0.602 [0.598 - 0.607],0.016 [0.014 - 0.017],0.206 [0.161 - 0.249],0.030 [0.027 - 0.034]
Demographic,0.654 [0.631 - 0.677],0.626 [0.622 - 0.630],0.625 [0.584 - 0.667],0.626 [0.622 - 0.630],0.017 [0.015 - 0.019],0.251 [0.209 - 0.293],0.033 [0.030 - 0.037]
Protein+Demographic,0.652 [0.627 - 0.675],0.606 [0.601 - 0.610],0.607 [0.560 - 0.650],0.606 [0.601 - 0.611],0.016 [0.014 - 0.018],0.213 [0.168 - 0.256],0.031 [0.028 - 0.034]
