,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.527 [0.501 - 0.556],0.524 [0.520 - 0.529],0.524 [0.478 - 0.570],0.524 [0.520 - 0.529],0.009 [0.008 - 0.010],0.049 [-0.000 - 0.095],0.018 [0.016 - 0.020]
Demographic,0.510 [0.484 - 0.535],0.509 [0.505 - 0.514],0.508 [0.464 - 0.556],0.509 [0.505 - 0.514],0.009 [0.008 - 0.010],0.017 [-0.028 - 0.065],0.017 [0.015 - 0.019]
Protein+Demographic,0.527 [0.499 - 0.555],0.528 [0.524 - 0.532],0.525 [0.476 - 0.573],0.528 [0.524 - 0.532],0.009 [0.008 - 0.010],0.053 [0.005 - 0.100],0.018 [0.016 - 0.020]
