,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.540 [0.488 - 0.592],0.528 [0.523 - 0.532],0.531 [0.443 - 0.621],0.528 [0.523 - 0.532],0.002 [0.002 - 0.003],0.059 [-0.029 - 0.150],0.005 [0.003 - 0.006]
Demographic,0.581 [0.529 - 0.630],0.552 [0.548 - 0.556],0.553 [0.462 - 0.654],0.552 [0.548 - 0.556],0.002 [0.002 - 0.003],0.105 [0.015 - 0.205],0.005 [0.004 - 0.006]
Protein+Demographic,0.572 [0.522 - 0.620],0.568 [0.564 - 0.573],0.569 [0.472 - 0.657],0.568 [0.564 - 0.573],0.003 [0.002 - 0.003],0.137 [0.042 - 0.225],0.005 [0.004 - 0.007]
