,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.621 [0.609 - 0.632],0.580 [0.576 - 0.584],0.580 [0.562 - 0.600],0.580 [0.576 - 0.585],0.063 [0.060 - 0.066],0.161 [0.142 - 0.181],0.113 [0.108 - 0.118]
Demographic,0.599 [0.588 - 0.611],0.573 [0.568 - 0.577],0.573 [0.553 - 0.591],0.573 [0.568 - 0.577],0.061 [0.058 - 0.064],0.145 [0.125 - 0.165],0.110 [0.105 - 0.115]
Protein+Demographic,0.624 [0.612 - 0.635],0.588 [0.584 - 0.592],0.588 [0.569 - 0.607],0.588 [0.584 - 0.593],0.065 [0.061 - 0.068],0.177 [0.156 - 0.196],0.116 [0.111 - 0.122]
