,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.551 [0.528 - 0.573],0.532 [0.528 - 0.536],0.535 [0.498 - 0.573],0.532 [0.528 - 0.536],0.014 [0.013 - 0.016],0.066 [0.029 - 0.105],0.028 [0.025 - 0.030]
Demographic,0.512 [0.488 - 0.534],0.502 [0.498 - 0.507],0.503 [0.461 - 0.540],0.502 [0.498 - 0.507],0.013 [0.011 - 0.014],0.005 [-0.037 - 0.042],0.025 [0.022 - 0.027]
Protein+Demographic,0.550 [0.528 - 0.572],0.539 [0.534 - 0.543],0.539 [0.500 - 0.577],0.539 [0.534 - 0.543],0.015 [0.013 - 0.016],0.078 [0.039 - 0.116],0.028 [0.026 - 0.031]
