,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.746 [0.738 - 0.755],0.683 [0.678 - 0.687],0.682 [0.667 - 0.698],0.683 [0.678 - 0.687],0.134 [0.130 - 0.139],0.365 [0.349 - 0.381],0.225 [0.217 - 0.232]
Demographic,0.714 [0.706 - 0.723],0.657 [0.653 - 0.662],0.658 [0.642 - 0.673],0.658 [0.653 - 0.662],0.122 [0.117 - 0.126],0.315 [0.298 - 0.331],0.206 [0.198 - 0.212]
Protein+Demographic,0.751 [0.742 - 0.759],0.685 [0.681 - 0.689],0.685 [0.669 - 0.699],0.685 [0.681 - 0.689],0.136 [0.130 - 0.141],0.369 [0.353 - 0.385],0.226 [0.219 - 0.234]
